BESTELLIDENT;TARGET_BETRUG;B_EMAIL;B_TELEFON;B_GEBDATUM;FLAG_LRIDENTISCH;FLAG_NEWSLETTER;Z_METHODE;Z_CARD_ART;Z_CARD_VALID;Z_LAST_NAME;WERT_BEST;TAG_BEST;TIME_BEST;ANZ_BEST;ANUMMER_01;ANUMMER_02;ANUMMER_03;ANUMMER_04;ANUMMER_05;ANUMMER_06;ANUMMER_07;ANUMMER_08;ANUMMER_09;ANUMMER_10;CHK_LADR;CHK_RADR;CHK_KTO;CHK_CARD;CHK_COOKIE;CHK_IP;FAIL_LPLZ;FAIL_LORT;FAIL_LPLZORTMATCH;FAIL_RPLZ;FAIL_RORT;FAIL_RPLZORTMATCH;SESSION_TIME;NEUKUNDE;ANZ_BEST_GES;WERT_BEST_GES;DATUM_LBEST;MAHN_AKT;MAHN_HOECHST
49302;nein;ja;nein;1899-12-30 00:00:00.000;ja;nein;Kundenkarte;Kundenkarte;08.2007;ja;9,99;Do;1899-12-30 11:45:00.000;1;204077;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;4;nein;1;8,57;2004-06-12 00:00:00.000;0;0
49303;nein;ja;nein;1967-10-05 00:00:00.000;nein;nein;Lastschrift;;11.2005;ja;51;Do;1899-12-30 18:33:00.000;1;404134;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;10;ja;0;0;1899-12-30 00:00:00.000;0;0
49305;nein;ja;nein;1980-02-03 00:00:00.000;nein;nein;Kreditkarte;Visa;11.2006;ja;47,3;Mi;1899-12-30 07:16:00.000;2;409006;405555;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;8;ja;0;0;1899-12-30 00:00:00.000;0;0
49306;nein;ja;nein;1965-12-01 00:00:00.000;ja;nein;Rechnung;;02.2006;;80,5;Sa;1899-12-30 17:54:00.000;2;406398;404077;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;9;nein;1;43,94;2004-09-30 00:00:00.000;0;0
49307;nein;ja;nein;1978-07-19 00:00:00.000;nein;nein;Lastschrift;;06.2006;ja;39,5;So;1899-12-30 00:20:00.000;1;201893;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;ja;nein;nein;nein;nein;nein;8;ja;0;0;1899-12-30 00:00:00.000;0;0
49308;nein;nein;nein;1899-12-30 00:00:00.000;nein;nein;Kreditkarte;Eurocard;11.2007;ja;17,8;Sa;1899-12-30 16:56:00.000;1;203397;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;10;nein;1;54,46;2003-11-07 00:00:00.000;0;0
49311;nein;ja;nein;1950-05-22 00:00:00.000;ja;nein;Kreditkarte;Eurocard;12.2005;ja;101,5;Mo;1899-12-30 05:51:00.000;3;300124;205378;405685;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;8;ja;0;0;1899-12-30 00:00:00.000;0;0
49312;nein;ja;nein;1951-10-08 00:00:00.000;ja;nein;Kreditkarte;Eurocard;08.2005;ja;32,8;Fr;1899-12-30 05:15:00.000;1;105685;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;5;ja;0;0;1899-12-30 00:00:00.000;0;0
49313;nein;ja;nein;1970-09-02 00:00:00.000;ja;nein;Rechnung;;03.2006;;18;Do;1899-12-30 07:18:00.000;1;407223;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;7;ja;0;0;1899-12-30 00:00:00.000;0;0
49315;ja;ja;nein;1899-12-30 00:00:00.000;ja;nein;Rechnung;;12.2006;;5,2;Sa;1899-12-30 03:30:00.000;1;202062;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;8;ja;0;0;1899-12-30 00:00:00.000;0;0
49316;nein;ja;nein;1965-05-24 00:00:00.000;ja;nein;Rechnung;;05.2006;;8,5;Mo;1899-12-30 16:19:00.000;1;108997;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;ja;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;6;nein;1;174,33;2004-01-19 00:00:00.000;0;0
49317;nein;ja;nein;1960-07-06 00:00:00.000;ja;nein;Rechnung;;10.2007;;9,8;Mi;1899-12-30 11:53:00.000;1;105338;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;17;ja;0;0;1899-12-30 00:00:00.000;0;0
49319;nein;ja;nein;1981-08-07 00:00:00.000;nein;nein;Kreditkarte;Eurocard;10.2005;ja;22,95;So;1899-12-30 16:05:00.000;1;205685;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;9;nein;2;148,28;2002-08-08 00:00:00.000;0;0
49321;nein;ja;nein;1979-01-22 00:00:00.000;ja;nein;Rechnung;;03.2006;;19,99;Sa;1899-12-30 23:00:00.000;1;407046;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;6;nein;3;292,23;2001-10-04 00:00:00.000;0;0
49322;nein;ja;nein;1951-05-24 00:00:00.000;ja;nein;Rechnung;;04.2007;;64,5;So;1899-12-30 22:38:00.000;1;605685;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;14;nein;1;9,71;2002-02-12 00:00:00.000;0;3
49323;nein;ja;nein;1984-07-25 00:00:00.000;ja;nein;Kreditkarte;Visa;06.2005;ja;23,5;Fr;1899-12-30 20:20:00.000;1;603950;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;3;ja;0;0;1899-12-30 00:00:00.000;0;0
49325;nein;ja;nein;1965-06-26 00:00:00.000;ja;nein;Rechnung;;04.2006;;65,19;Mi;1899-12-30 14:47:00.000;3;406929;501893;406858;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;12;ja;0;0;1899-12-30 00:00:00.000;0;0
49328;nein;ja;nein;1975-04-14 00:00:00.000;ja;nein;Rechnung;;09.2006;;68,4;Do;1899-12-30 02:15:00.000;1;308997;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;11;ja;0;0;1899-12-30 00:00:00.000;0;0
49329;nein;ja;nein;1971-09-30 00:00:00.000;ja;nein;Lastschrift;;09.2007;ja;125;Fr;1899-12-30 15:39:00.000;3;402734;402734;208889;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;5;ja;0;0;1899-12-30 00:00:00.000;0;0
49330;nein;ja;nein;1963-09-05 00:00:00.000;ja;nein;Kreditkarte;Eurocard;03.2007;ja;86,9;Sa;1899-12-30 09:11:00.000;2;504258;505685;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;7;ja;0;0;1899-12-30 00:00:00.000;0;0
49331;nein;ja;nein;1985-11-04 00:00:00.000;ja;nein;Kreditkarte;Visa;09.2007;ja;100,7;Mi;1899-12-30 08:32:00.000;3;109006;403397;405965;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;6;nein;1;21,04;2002-03-23 00:00:00.000;0;0
49333;nein;ja;nein;1975-09-02 00:00:00.000;ja;nein;Rechnung;;05.2007;;6,5;Fr;1899-12-30 10:44:00.000;1;203772;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;10;ja;0;0;1899-12-30 00:00:00.000;0;0
49334;nein;ja;nein;1967-02-20 00:00:00.000;nein;nein;Kreditkarte;Amex;05.2007;ja;46,5;So;1899-12-30 14:45:00.000;1;404258;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;12;ja;0;0;1899-12-30 00:00:00.000;0;0
49335;nein;ja;nein;1979-12-04 00:00:00.000;nein;nein;Kreditkarte;Visa;12.2005;ja;31,9;Mi;1899-12-30 08:36:00.000;1;200925;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;10;ja;0;0;1899-12-30 00:00:00.000;0;0
49338;nein;ja;nein;1949-06-07 00:00:00.000;ja;nein;Rechnung;;04.2007;;9,99;Di;1899-12-30 00:48:00.000;1;102090;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;16;ja;0;0;1899-12-30 00:00:00.000;0;0
49339;nein;nein;nein;1980-04-06 00:00:00.000;nein;nein;Kreditkarte;Eurocard;01.2007;ja;41;Di;1899-12-30 15:12:00.000;1;300767;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;16;ja;0;0;1899-12-30 00:00:00.000;0;0
49341;nein;ja;nein;1975-04-23 00:00:00.000;ja;nein;Lastschrift;;02.2006;ja;219,5;Mi;1899-12-30 12:30:00.000;5;303639;207344;102089;409736;201373;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;3;ja;0;0;1899-12-30 00:00:00.000;0;0
49342;nein;ja;nein;1973-05-28 00:00:00.000;ja;nein;Rechnung;;10.2006;;82,3;Mo;1899-12-30 08:44:00.000;3;109006;603950;302611;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;7;nein;1;34,96;2002-12-11 00:00:00.000;0;2
49343;nein;ja;nein;1956-10-04 00:00:00.000;ja;nein;Rechnung;;08.2007;;56;Mo;1899-12-30 09:23:00.000;1;409670;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;14;ja;0;0;1899-12-30 00:00:00.000;0;0
49344;nein;ja;nein;1961-06-23 00:00:00.000;nein;nein;Kreditkarte;Visa;08.2005;ja;18,2;Sa;1899-12-30 07:33:00.000;1;409386;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;18;ja;0;0;1899-12-30 00:00:00.000;0;0
49347;nein;ja;nein;1986-09-01 00:00:00.000;nein;ja;Lastschrift;;04.2006;ja;54,49;Sa;1899-12-30 12:41:00.000;2;404504;205580;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;11;ja;0;0;1899-12-30 00:00:00.000;0;0
49348;nein;ja;nein;1952-02-12 00:00:00.000;ja;nein;Rechnung;;12.2006;;29,5;Mi;1899-12-30 04:57:00.000;1;603639;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;8;ja;0;0;1899-12-30 00:00:00.000;0;0
49349;nein;ja;nein;1899-12-30 00:00:00.000;ja;nein;Lastschrift;;03.2005;ja;68,4;Di;1899-12-30 22:48:00.000;1;406590;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;5;ja;0;0;1899-12-30 00:00:00.000;0;0
49351;nein;ja;nein;1963-06-11 00:00:00.000;ja;nein;Rechnung;;05.2007;;8,5;Sa;1899-12-30 03:31:00.000;1;409662;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;6;nein;1;72,45;2004-05-08 00:00:00.000;0;0
49353;nein;ja;nein;1970-05-03 00:00:00.000;nein;nein;Kreditkarte;Eurocard;06.2007;ja;18;Mi;1899-12-30 04:06:00.000;1;201856;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;9;ja;0;0;1899-12-30 00:00:00.000;0;0
49354;nein;ja;ja;1971-09-19 00:00:00.000;ja;nein;Rechnung;;02.2007;;56;Di;1899-12-30 09:30:00.000;1;408096;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;7;ja;0;0;1899-12-30 00:00:00.000;0;0
49355;nein;nein;nein;1899-12-30 00:00:00.000;nein;nein;Kreditkarte;Visa;09.2006;ja;18,5;So;1899-12-30 11:50:00.000;1;204553;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;1;nein;1;6,56;2003-11-18 00:00:00.000;0;1
49357;nein;ja;nein;1982-01-08 00:00:00.000;nein;nein;Kreditkarte;Visa;06.2007;ja;18;Mo;1899-12-30 06:08:00.000;1;204723;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;12;nein;1;32,59;2001-09-11 00:00:00.000;0;0
49358;nein;ja;nein;1970-01-11 00:00:00.000;nein;nein;Kreditkarte;Visa;07.2006;ja;18,2;Do;1899-12-30 07:15:00.000;1;400035;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;6;ja;0;0;1899-12-30 00:00:00.000;0;0
49359;nein;nein;nein;1968-09-04 00:00:00.000;ja;nein;Rechnung;;05.2007;;17,8;Mo;1899-12-30 04:03:00.000;1;203397;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;ja;nein;nein;nein;5;nein;3;95,37;2000-12-13 00:00:00.000;0;0
49360;nein;ja;nein;1965-07-30 00:00:00.000;ja;nein;Rechnung;;02.2007;;86,29;Fr;1899-12-30 07:46:00.000;3;402246;400953;402123;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;10;nein;1;223,09;2001-09-02 00:00:00.000;0;0
49361;nein;ja;nein;1981-12-26 00:00:00.000;ja;nein;Kreditkarte;Visa;11.2006;ja;17,99;Do;1899-12-30 12:12:00.000;1;207046;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;8;nein;1;127,73;2002-01-25 00:00:00.000;0;0
49362;nein;ja;nein;1966-09-29 00:00:00.000;ja;nein;Rechnung;;05.2007;;95,5;Mi;1899-12-30 10:58:00.000;2;400072;402278;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;5;ja;0;0;1899-12-30 00:00:00.000;0;0
49369;nein;ja;ja;1899-12-30 00:00:00.000;ja;nein;Rechnung;;04.2006;;68;Fr;1899-12-30 05:23:00.000;3;504792;509500;108500;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;7;nein;1;11,37;2001-07-15 00:00:00.000;0;0
49370;nein;ja;nein;1986-09-18 00:00:00.000;ja;nein;Kreditkarte;Eurocard;12.2007;ja;122,9;Mi;1899-12-30 07:55:00.000;2;100124;207610;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;5;nein;2;192,96;2002-12-07 00:00:00.000;0;0
49371;nein;ja;nein;1976-12-30 00:00:00.000;ja;nein;Rechnung;;02.2007;;54,5;Sa;1899-12-30 20:54:00.000;1;401893;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;8;nein;1;10,6;2001-11-01 00:00:00.000;1;1
49372;nein;ja;nein;1981-08-28 00:00:00.000;ja;nein;Rechnung;;07.2005;;29,5;Mi;1899-12-30 14:39:00.000;1;407364;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;7;ja;0;0;1899-12-30 00:00:00.000;0;0
49373;nein;ja;nein;1961-09-13 00:00:00.000;nein;nein;Kreditkarte;Eurocard;12.2005;ja;12,6;So;1899-12-30 06:07:00.000;1;402294;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;13;nein;1;12,41;2002-07-21 00:00:00.000;0;0
49374;nein;ja;ja;1964-03-01 00:00:00.000;nein;nein;Lastschrift;;04.2007;ja;54,5;Mi;1899-12-30 19:26:00.000;1;206774;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;10;nein;1;62,7;2003-04-20 00:00:00.000;0;0
49375;ja;nein;nein;1985-12-10 00:00:00.000;ja;nein;Rechnung;;12.2005;;68,4;Sa;1899-12-30 20:57:00.000;1;401285;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;4;ja;0;0;1899-12-30 00:00:00.000;0;0
49376;nein;ja;ja;1968-07-30 00:00:00.000;ja;nein;Rechnung;;12.2005;;26;So;1899-12-30 15:39:00.000;1;204258;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;14;ja;0;0;1899-12-30 00:00:00.000;0;0
49378;nein;ja;nein;1961-10-03 00:00:00.000;ja;nein;Kundenkarte;Kundenkarte;03.2006;ja;23,2;So;1899-12-30 14:53:00.000;2;407223;502611;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;5;nein;0;0;1899-12-30 00:00:00.000;0;0
49379;nein;ja;nein;1972-09-06 00:00:00.000;nein;nein;Kreditkarte;Eurocard;10.2007;ja;98,9;Mo;1899-12-30 11:44:00.000;5;209725;303950;207317;409725;307344;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;4;nein;1;74,38;2003-01-07 00:00:00.000;0;0
49380;nein;nein;nein;1966-01-31 00:00:00.000;ja;nein;Rechnung;;10.2005;;43,5;Sa;1899-12-30 01:23:00.000;1;406774;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;10;nein;1;103,77;2004-11-23 00:00:00.000;0;0
49383;nein;ja;nein;1950-12-23 00:00:00.000;ja;nein;Lastschrift;;03.2005;ja;123,6;Sa;1899-12-30 04:49:00.000;4;402734;200953;202089;109725;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;10;ja;0;0;1899-12-30 00:00:00.000;0;0
49384;nein;nein;nein;1981-04-30 00:00:00.000;ja;nein;Kreditkarte;Visa;04.2005;nein;54,5;Do;1899-12-30 04:54:00.000;1;206774;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;9;nein;1;21,19;2004-12-12 00:00:00.000;0;0
49385;nein;ja;nein;1980-03-24 00:00:00.000;nein;nein;Kreditkarte;Visa;05.2006;ja;173,7;So;1899-12-30 00:15:00.000;4;206504;402090;403772;102133;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;12;ja;0;0;1899-12-30 00:00:00.000;0;0
49387;nein;ja;nein;1976-01-10 00:00:00.000;nein;nein;Kreditkarte;Visa;07.2006;ja;28,49;Sa;1899-12-30 20:40:00.000;2;504258;105958;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;9;nein;1;13,14;2004-04-18 00:00:00.000;0;2
49388;nein;nein;ja;1962-01-15 00:00:00.000;ja;nein;Rechnung;;03.2006;;54,5;Sa;1899-12-30 01:18:00.000;1;407416;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;ja;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;11;nein;1;48,36;2003-10-30 00:00:00.000;0;0
49389;nein;ja;nein;1960-09-04 00:00:00.000;ja;nein;Rechnung;;10.2006;;41;Di;1899-12-30 05:16:00.000;1;503776;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;2;nein;1;56,6;2003-07-17 00:00:00.000;0;0
49390;nein;ja;nein;1967-02-28 00:00:00.000;ja;nein;Kreditkarte;Eurocard;10.2007;ja;95,5;Mi;1899-12-30 06:49:00.000;2;307359;300767;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;ja;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;3;nein;2;51,24;2001-07-18 00:00:00.000;0;0
49391;nein;ja;nein;1965-08-25 00:00:00.000;ja;nein;Rechnung;;09.2006;;73,8;Sa;1899-12-30 15:02:00.000;2;405767;507046;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;10;ja;0;0;1899-12-30 00:00:00.000;0;0
49392;nein;ja;nein;1899-12-30 00:00:00.000;ja;nein;Rechnung;;07.2005;;5,2;Mi;1899-12-30 12:42:00.000;1;502611;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;12;nein;1;94,96;2002-01-07 00:00:00.000;0;0
49393;nein;ja;nein;1960-12-03 00:00:00.000;ja;nein;Rechnung;;03.2005;;32,8;Sa;1899-12-30 12:49:00.000;1;208500;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;5;ja;0;0;1899-12-30 00:00:00.000;0;0
49397;nein;nein;nein;1963-06-29 00:00:00.000;ja;nein;Kundenkarte;Kundenkarte;03.2006;ja;42,8;Mo;1899-12-30 19:59:00.000;1;202469;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;ja;nein;nein;nein;nein;15;nein;0;0;1899-12-30 00:00:00.000;0;0
49400;nein;ja;nein;1978-01-07 00:00:00.000;nein;nein;Kreditkarte;Visa;05.2006;nein;6,5;Mi;1899-12-30 22:26:00.000;1;505555;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;9;nein;1;58,95;2001-02-28 00:00:00.000;0;0
49401;nein;ja;nein;1985-06-07 00:00:00.000;ja;nein;Kreditkarte;Eurocard;10.2005;ja;42,8;Sa;1899-12-30 15:27:00.000;1;504485;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;9;ja;0;0;1899-12-30 00:00:00.000;0;0
49402;nein;ja;nein;1950-04-12 00:00:00.000;ja;nein;Rechnung;;03.2007;;57,8;Mi;1899-12-30 13:35:00.000;1;104077;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;7;ja;0;0;1899-12-30 00:00:00.000;0;0
49403;nein;ja;nein;1899-12-30 00:00:00.000;ja;nein;Kreditkarte;Visa;05.2007;ja;69,5;Sa;1899-12-30 22:47:00.000;2;409053;103397;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;14;ja;0;0;1899-12-30 00:00:00.000;0;0
49404;nein;ja;nein;1984-06-20 00:00:00.000;ja;nein;Rechnung;;06.2007;;10,8;Mi;1899-12-30 05:08:00.000;1;302133;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;6;ja;0;0;1899-12-30 00:00:00.000;0;0
49406;nein;ja;nein;1975-03-29 00:00:00.000;nein;nein;Kreditkarte;Amex;12.2007;ja;43,5;Sa;1899-12-30 20:26:00.000;1;403203;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;ja;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;6;nein;1;44,26;2003-07-01 00:00:00.000;1;1
49409;nein;ja;nein;1984-11-07 00:00:00.000;nein;nein;Kreditkarte;Visa;12.2007;ja;83,57;So;1899-12-30 11:28:00.000;5;102090;203639;206590;104341;307699;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;6;nein;1;7,93;2001-01-06 00:00:00.000;0;0
49411;nein;ja;nein;1981-10-17 00:00:00.000;ja;nein;Rechnung;;06.2005;;40,94;Sa;1899-12-30 11:42:00.000;2;204645;205685;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;11;nein;4;145,36;2004-03-01 00:00:00.000;0;0
49414;nein;nein;nein;1899-12-30 00:00:00.000;ja;nein;Rechnung;;04.2006;;91,9;Do;1899-12-30 22:45:00.000;2;402224;401796;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;14;nein;2;100,78;2004-07-31 00:00:00.000;0;0
49417;ja;ja;nein;1962-03-26 00:00:00.000;nein;nein;Kreditkarte;Eurocard;05.2007;ja;12,6;Mo;1899-12-30 05:21:00.000;1;407162;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;13;ja;0;0;1899-12-30 00:00:00.000;0;0
49418;nein;nein;nein;1955-05-29 00:00:00.000;ja;nein;Kreditkarte;Visa;08.2005;ja;52;Fr;1899-12-30 07:09:00.000;1;409725;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;7;ja;0;0;1899-12-30 00:00:00.000;0;0
