"BESTELLIDENT";"TARGET_BETRUG";"B_EMAIL";"B_TELEFON";"B_GEBDATUM";"FLAG_LRIDENTISCH";"FLAG_NEWSLETTER";"Z_METHODE";"Z_CARD_ART";"Z_CARD_VALID";"Z_LAST_NAME";"WERT_BEST";"TAG_BEST";"TIME_BEST";"ANZ_BEST";"CHK_LADR";"CHK_RADR";"CHK_KTO";"CHK_CARD";"CHK_COOKIE";"CHK_IP";"FAIL_LPLZ";"FAIL_LORT";"FAIL_LPLZORTMATCH";"FAIL_RPLZ";"FAIL_RORT";"FAIL_RPLZORTMATCH";"SESSION_TIME";"NEUKUNDE";"ANZ_BEST_GES";"WERT_BEST_GES";"DATUM_LBEST";"MAHN_AKT";"MAHN_HOECHST";"ANUMMER_LIST"
"49614";"nein";"ja";"nein";"1971-07-20 00:00:00.000";"ja";"nein";"Rechnung";"-";"04.2005";"-";"51";"Sa";"1899-12-30 08:33:00.000";"1";"nein";"nein";"nein";"ja";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"9";"nein";"1";"72,93";"2000-12-14 00:00:00.000";"1";"1";"[308777]"
"49618";"nein";"ja";"nein";"1968-04-16 00:00:00.000";"nein";"nein";"Kreditkarte";"Eurocard";"02.2005";"ja";"17,99";"Fr";"1899-12-30 19:31:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"16";"nein";"1";"96,51";"2003-10-02 00:00:00.000";"0";"0";"[206590]"
"49619";"nein";"ja";"nein";"1956-06-20 00:00:00.000";"nein";"nein";"Kreditkarte";"Visa";"11.2005";"ja";"17,8";"So";"1899-12-30 18:52:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"11";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[401511]"
"49621";"nein";"ja";"nein";"1965-11-25 00:00:00.000";"ja";"nein";"Rechnung";"-";"08.2006";"-";"34,5";"Sa";"1899-12-30 08:21:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"11";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[401216]"
"49622";"nein";"ja";"ja";"1899-12-30 00:00:00.000";"ja";"nein";"Rechnung";"-";"09.2006";"-";"68,4";"Sa";"1899-12-30 11:53:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"16";"nein";"1";"36,67";"2003-04-30 00:00:00.000";"0";"0";"[402611]"
"49623";"nein";"ja";"nein";"1970-07-10 00:00:00.000";"ja";"nein";"Rechnung";"-";"07.2006";"-";"68,4";"Mi";"1899-12-30 10:13:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"10";"nein";"1";"32,34";"2004-02-16 00:00:00.000";"0";"0";"[104765]"
"49624";"nein";"ja";"nein";"1962-01-27 00:00:00.000";"ja";"nein";"Rechnung";"-";"09.2005";"-";"22,5";"Do";"1899-12-30 23:40:00.000";"2";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"7";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[400767,209725]"
"49625";"nein";"nein";"nein";"1976-02-13 00:00:00.000";"ja";"nein";"Rechnung";"-";"09.2007";"-";"19,99";"Di";"1899-12-30 00:15:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"14";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[201402]"
"49626";"ja";"ja";"nein";"1965-07-08 00:00:00.000";"nein";"nein";"Kreditkarte";"Visa";"08.2005";"ja";"115,5";"Sa";"1899-12-30 09:09:00.000";"2";"ja";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"11";"nein";"1";"18,99";"2004-05-02 00:00:00.000";"0";"0";"[407344,406821]"
"49627";"nein";"ja";"nein";"1961-10-31 00:00:00.000";"nein";"nein";"Lastschrift";"-";"09.2005";"ja";"120,1";"Sa";"1899-12-30 22:38:00.000";"3";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"4";"nein";"1";"10,47";"2001-08-29 00:00:00.000";"0";"0";"[303136,403772,508777]"
"49629";"nein";"ja";"ja";"1980-05-21 00:00:00.000";"nein";"nein";"Kreditkarte";"Eurocard";"08.2007";"ja";"68,4";"Do";"1899-12-30 09:18:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"5";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[205958]"
"49630";"nein";"ja";"ja";"1974-10-07 00:00:00.000";"nein";"nein";"Kreditkarte";"Visa";"10.2006";"ja";"19,99";"Fr";"1899-12-30 00:12:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"6";"nein";"2";"39,74";"2004-04-15 00:00:00.000";"1";"1";"[206858]"
"49632";"nein";"ja";"nein";"1977-05-10 00:00:00.000";"ja";"nein";"Rechnung";"-";"01.2007";"-";"41";"Do";"1899-12-30 17:31:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"12";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[407022]"
"49636";"nein";"ja";"ja";"1986-03-10 00:00:00.000";"ja";"nein";"Rechnung";"-";"05.2005";"-";"29,99";"Fr";"1899-12-30 07:40:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"6";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[405284]"
"49637";"nein";"ja";"nein";"1899-12-30 00:00:00.000";"ja";"nein";"Kreditkarte";"Visa";"12.2007";"nein";"53,6";"Do";"1899-12-30 17:11:00.000";"2";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"ja";"nein";"17";"nein";"1";"7,17";"2001-11-25 00:00:00.000";"0";"0";"[202469,503397]"
"49640";"nein";"nein";"nein";"1899-12-30 00:00:00.000";"ja";"nein";"Rechnung";"-";"10.2006";"-";"90,5";"Do";"1899-12-30 20:00:00.000";"3";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"10";"nein";"3";"78,6";"2003-03-28 00:00:00.000";"1";"1";"[404645,407416,203772]"
"49641";"nein";"ja";"nein";"1960-03-03 00:00:00.000";"nein";"nein";"Lastschrift";"-";"02.2005";"ja";"46,5";"Di";"1899-12-30 19:14:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"8";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[400822]"
"49643";"nein";"nein";"nein";"1970-02-26 00:00:00.000";"nein";"nein";"Lastschrift";"-";"02.2006";"ja";"54,5";"Di";"1899-12-30 13:40:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"ja";"nein";"nein";"9";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[407416]"
"49644";"nein";"ja";"nein";"1971-08-19 00:00:00.000";"nein";"nein";"Lastschrift";"-";"12.2007";"ja";"14,5";"Sa";"1899-12-30 17:10:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"12";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[306398]"
"49645";"nein";"ja";"nein";"1899-12-30 00:00:00.000";"nein";"nein";"Kreditkarte";"Visa";"02.2005";"ja";"53,49";"So";"1899-12-30 01:32:00.000";"2";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"8";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[100214,302496]"
"49648";"nein";"ja";"nein";"1955-05-20 00:00:00.000";"nein";"nein";"Kreditkarte";"Eurocard";"07.2007";"ja";"32,8";"Sa";"1899-12-30 11:46:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"5";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[409470]"
"49651";"nein";"ja";"nein";"1963-03-22 00:00:00.000";"ja";"nein";"Rechnung";"-";"06.2005";"-";"17,8";"Fr";"1899-12-30 12:43:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"11";"nein";"1";"83,83";"2003-05-23 00:00:00.000";"0";"0";"[402243]"
"49654";"nein";"ja";"ja";"1899-12-30 00:00:00.000";"ja";"nein";"Rechnung";"-";"02.2005";"-";"18";"Mi";"1899-12-30 03:17:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"7";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[104921]"
"49656";"ja";"ja";"nein";"1985-08-07 00:00:00.000";"nein";"nein";"Kreditkarte";"Visa";"07.2007";"ja";"42,7";"Sa";"1899-12-30 22:45:00.000";"2";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"10";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[502845,409826]"
"49657";"nein";"ja";"nein";"1975-07-10 00:00:00.000";"ja";"nein";"Rechnung";"-";"12.2005";"-";"10,8";"Sa";"1899-12-30 18:51:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"3";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[203136]"
"49658";"nein";"ja";"ja";"1980-12-31 00:00:00.000";"ja";"nein";"Rechnung";"-";"08.2005";"-";"26";"Fr";"1899-12-30 02:04:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"13";"nein";"1";"17,33";"2002-04-03 00:00:00.000";"0";"1";"[409183]"
"49659";"nein";"ja";"ja";"1899-12-30 00:00:00.000";"ja";"nein";"Rechnung";"-";"05.2005";"-";"55,75";"Sa";"1899-12-30 11:24:00.000";"2";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"12";"nein";"1";"12,77";"2004-02-14 00:00:00.000";"0";"0";"[409736,108499]"
"49660";"nein";"nein";"ja";"1935-07-13 00:00:00.000";"ja";"nein";"Rechnung";"-";"11.2005";"-";"10,8";"Sa";"1899-12-30 08:25:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"5";"nein";"1";"28,03";"2002-12-18 00:00:00.000";"0";"0";"[406310]"
"49661";"nein";"ja";"nein";"1978-01-08 00:00:00.000";"ja";"nein";"Rechnung";"-";"02.2006";"-";"18";"Do";"1899-12-30 08:26:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"12";"nein";"2";"153,3";"2004-03-05 00:00:00.000";"0";"0";"[200035]"
"49665";"nein";"ja";"nein";"1978-01-16 00:00:00.000";"ja";"nein";"Kreditkarte";"Visa";"03.2006";"nein";"43,5";"So";"1899-12-30 10:27:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"13";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[104159]"
"49668";"nein";"ja";"nein";"1973-11-21 00:00:00.000";"nein";"nein";"Kreditkarte";"Visa";"08.2007";"ja";"18,2";"Mi";"1899-12-30 23:39:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"13";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[103776]"
"49670";"nein";"ja";"nein";"1980-11-03 00:00:00.000";"nein";"nein";"Kundenkarte";"Kundenkarte";"07.2006";"ja";"19,99";"Fr";"1899-12-30 22:18:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"8";"nein";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[409200]"
"49671";"nein";"ja";"nein";"1966-10-10 00:00:00.000";"ja";"nein";"Rechnung";"-";"01.2006";"-";"30,59";"Mi";"1899-12-30 10:01:00.000";"2";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"4";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[205338,101967]"
"49673";"nein";"ja";"ja";"1975-06-23 00:00:00.000";"nein";"nein";"Kreditkarte";"Visa";"01.2005";"ja";"97,94";"Fr";"1899-12-30 08:03:00.000";"4";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"12";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[204341,404258,509121,508997]"
"49674";"nein";"ja";"nein";"1939-03-27 00:00:00.000";"ja";"ja";"Kreditkarte";"Eurocard";"10.2006";"ja";"62";"Mo";"1899-12-30 07:54:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"10";"nein";"1";"80,27";"2003-12-31 00:00:00.000";"0";"0";"[106284]"
"49675";"nein";"ja";"nein";"1899-12-30 00:00:00.000";"ja";"nein";"Rechnung";"-";"07.2006";"-";"62";"Di";"1899-12-30 13:05:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"12";"nein";"1";"253,49";"2002-02-02 00:00:00.000";"1";"1";"[102845]"
"49676";"nein";"ja";"nein";"1980-09-07 00:00:00.000";"ja";"nein";"Rechnung";"-";"03.2005";"-";"54,5";"So";"1899-12-30 01:11:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"5";"nein";"1";"26,6";"2003-08-11 00:00:00.000";"0";"0";"[206774]"
"49678";"nein";"ja";"nein";"1966-11-16 00:00:00.000";"ja";"nein";"Lastschrift";"-";"08.2007";"ja";"151,3";"So";"1899-12-30 18:28:00.000";"4";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"8";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[403772,300925,200578,307344]"
"49681";"nein";"ja";"nein";"1984-07-09 00:00:00.000";"nein";"nein";"Kreditkarte";"Visa";"11.2005";"ja";"10,8";"Do";"1899-12-30 20:58:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"13";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[200476]"
"49682";"nein";"ja";"nein";"1960-10-04 00:00:00.000";"ja";"nein";"Rechnung";"-";"08.2006";"-";"52";"Mi";"1899-12-30 10:36:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"9";"nein";"1";"34,85";"2004-01-09 00:00:00.000";"0";"0";"[404921]"
"49683";"nein";"ja";"nein";"1971-12-08 00:00:00.000";"ja";"nein";"Rechnung";"-";"12.2006";"-";"57,8";"Sa";"1899-12-30 07:56:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"3";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[108801]"
"49684";"nein";"ja";"ja";"1971-03-02 00:00:00.000";"ja";"nein";"Rechnung";"-";"09.2005";"-";"34,5";"Mo";"1899-12-30 16:17:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"5";"nein";"3";"76,05";"2002-07-24 00:00:00.000";"0";"1";"[101856]"
"49685";"nein";"ja";"nein";"1983-07-06 00:00:00.000";"ja";"nein";"Lastschrift";"-";"07.2005";"nein";"42,8";"Di";"1899-12-30 21:21:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"7";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[307317]"
"49687";"nein";"ja";"ja";"1977-08-19 00:00:00.000";"ja";"nein";"Rechnung";"-";"10.2006";"-";"12,6";"Sa";"1899-12-30 06:22:00.000";"1";"ja";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"4";"nein";"1";"14,93";"2002-03-18 00:00:00.000";"0";"0";"[404935]"
"49688";"nein";"nein";"nein";"1970-02-26 00:00:00.000";"ja";"nein";"Rechnung";"-";"09.2005";"-";"36,3";"Sa";"1899-12-30 14:37:00.000";"2";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"5";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[302496,103950]"
"49689";"nein";"ja";"nein";"1969-07-25 00:00:00.000";"ja";"nein";"Lastschrift";"-";"08.2005";"ja";"54,5";"Mo";"1899-12-30 14:06:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"ja";"nein";"nein";"nein";"3";"nein";"1";"63,67";"2003-03-19 00:00:00.000";"0";"0";"[609121]"
"49691";"nein";"nein";"ja";"1972-03-15 00:00:00.000";"ja";"nein";"Kreditkarte";"Visa";"05.2005";"ja";"117,75";"Sa";"1899-12-30 21:59:00.000";"3";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"12";"nein";"1";"43,48";"2004-05-10 00:00:00.000";"0";"1";"[403533,200214,401835]"
"49694";"nein";"ja";"nein";"1977-08-29 00:00:00.000";"ja";"nein";"Kreditkarte";"Amex";"12.2005";"ja";"42,8";"Do";"1899-12-30 10:42:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"7";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[404269]"
"49695";"nein";"nein";"nein";"1978-08-01 00:00:00.000";"ja";"nein";"Rechnung";"-";"11.2007";"-";"57,8";"Fr";"1899-12-30 12:00:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"8";"nein";"1";"41,54";"2003-06-07 00:00:00.000";"0";"0";"[402123]"
"49696";"nein";"ja";"nein";"1960-03-09 00:00:00.000";"nein";"nein";"Kreditkarte";"Eurocard";"11.2006";"ja";"43,5";"So";"1899-12-30 02:55:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"12";"nein";"1";"12,73";"2002-04-18 00:00:00.000";"0";"0";"[406774]"
"49698";"ja";"nein";"nein";"1964-12-18 00:00:00.000";"nein";"nein";"Lastschrift";"-";"06.2006";"ja";"48,7";"So";"1899-12-30 12:38:00.000";"2";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"10";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[109102,403203]"
"49699";"ja";"ja";"nein";"1966-06-13 00:00:00.000";"nein";"nein";"Kreditkarte";"Eurocard";"10.2005";"ja";"60,3";"So";"1899-12-30 21:10:00.000";"2";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"8";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[407934,404269]"
"49702";"nein";"ja";"nein";"1937-08-06 00:00:00.000";"nein";"nein";"Kreditkarte";"Eurocard";"02.2005";"ja";"68,5";"Mi";"1899-12-30 12:52:00.000";"2";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"3";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[503950,100476]"
"49704";"nein";"ja";"ja";"1960-06-13 00:00:00.000";"ja";"nein";"Kreditkarte";"Eurocard";"02.2006";"ja";"17,8";"Mo";"1899-12-30 22:23:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"13";"nein";"1";"147,69";"2003-06-27 00:00:00.000";"0";"2";"[504921]"
"49705";"nein";"nein";"nein";"1978-03-29 00:00:00.000";"ja";"nein";"Rechnung";"-";"09.2007";"-";"9,99";"Di";"1899-12-30 08:14:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"4";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[405580]"
"49708";"nein";"ja";"nein";"1962-08-15 00:00:00.000";"ja";"nein";"Rechnung";"-";"10.2006";"-";"8,5";"Mo";"1899-12-30 00:58:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"8";"nein";"1";"6,93";"2002-05-23 00:00:00.000";"0";"0";"[503639]"
"49709";"ja";"nein";"nein";"1966-11-02 00:00:00.000";"nein";"nein";"Kreditkarte";"Visa";"04.2006";"ja";"117,8";"Sa";"1899-12-30 04:24:00.000";"3";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"2";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[104935,105580,308997]"
"49711";"nein";"ja";"nein";"1979-03-31 00:00:00.000";"nein";"ja";"Kreditkarte";"Eurocard";"01.2007";"ja";"17,5";"Mi";"1899-12-30 18:48:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"11";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[506398]"
"49712";"nein";"ja";"nein";"1958-06-04 00:00:00.000";"ja";"nein";"Rechnung";"-";"05.2005";"-";"18,2";"Do";"1899-12-30 00:24:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"11";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[500578]"
"49714";"nein";"ja";"nein";"1967-06-16 00:00:00.000";"ja";"nein";"Rechnung";"-";"10.2007";"-";"5,2";"Sa";"1899-12-30 22:32:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"ja";"nein";"nein";"8";"nein";"2";"232,26";"2001-04-09 00:00:00.000";"0";"0";"[200147]"
"49715";"nein";"ja";"nein";"1964-04-03 00:00:00.000";"ja";"nein";"Lastschrift";"-";"04.2005";"ja";"105,5";"Sa";"1899-12-30 12:15:00.000";"3";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"4";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[102496,405965,108500]"
"49716";"nein";"ja";"nein";"1984-04-23 00:00:00.000";"ja";"nein";"Rechnung";"-";"10.2007";"-";"49,5";"So";"1899-12-30 09:17:00.000";"4";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"5";"nein";"2";"327,8";"2003-02-09 00:00:00.000";"0";"0";"[104645,202697,402062,502496]"
"49717";"nein";"ja";"nein";"1979-06-03 00:00:00.000";"nein";"nein";"Lastschrift";"-";"06.2007";"ja";"43,5";"Sa";"1899-12-30 18:07:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"6";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[104159]"
"49720";"nein";"ja";"nein";"1961-10-24 00:00:00.000";"ja";"nein";"Rechnung";"-";"02.2005";"-";"5,2";"Sa";"1899-12-30 18:00:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"1";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[200147]"
"49721";"nein";"nein";"nein";"1983-10-31 00:00:00.000";"ja";"nein";"Rechnung";"-";"02.2007";"-";"74,8";"So";"1899-12-30 19:50:00.000";"2";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"16";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[103950,108889]"
"49722";"nein";"ja";"nein";"1961-06-01 00:00:00.000";"nein";"ja";"Kreditkarte";"Eurocard";"03.2005";"ja";"16";"Mo";"1899-12-30 09:54:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"4";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[400767]"
"49728";"nein";"ja";"nein";"1966-03-18 00:00:00.000";"ja";"nein";"Rechnung";"-";"04.2007";"-";"10,8";"Fr";"1899-12-30 13:10:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"6";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[408470]"
"49729";"nein";"ja";"nein";"1972-07-21 00:00:00.000";"nein";"nein";"Kreditkarte";"Eurocard";"03.2007";"ja";"32,8";"Fr";"1899-12-30 11:48:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"12";"nein";"2";"79,7";"2003-05-14 00:00:00.000";"1";"1";"[409736]"
"49730";"nein";"ja";"nein";"1968-05-02 00:00:00.000";"nein";"nein";"Kreditkarte";"Eurocard";"10.2005";"ja";"68,4";"Do";"1899-12-30 17:03:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"10";"nein";"3";"39,09";"2004-11-11 00:00:00.000";"0";"0";"[308997]"
"49731";"nein";"nein";"nein";"1969-01-04 00:00:00.000";"ja";"nein";"Rechnung";"-";"05.2005";"-";"55,4";"So";"1899-12-30 15:12:00.000";"2";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"9";"nein";"1";"17,75";"2001-09-17 00:00:00.000";"0";"0";"[406685,402845]"
"49732";"nein";"ja";"nein";"1969-11-16 00:00:00.000";"ja";"nein";"Rechnung";"-";"01.2005";"-";"10,8";"Mo";"1899-12-30 03:13:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"15";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[302133]"
"49734";"nein";"ja";"nein";"1976-02-07 00:00:00.000";"ja";"nein";"Rechnung";"-";"11.2006";"-";"17,8";"Mi";"1899-12-30 07:30:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"12";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[402243]"
"49735";"nein";"ja";"nein";"1967-02-02 00:00:00.000";"nein";"nein";"Kundenkarte";"Kundenkarte";"06.2006";"ja";"9,99";"Mi";"1899-12-30 00:57:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"15";"nein";"1";"15,67";"2002-04-22 00:00:00.000";"1";"1";"[406929]"
"49738";"nein";"nein";"nein";"1966-03-16 00:00:00.000";"ja";"nein";"Rechnung";"-";"08.2007";"-";"17,99";"So";"1899-12-30 16:24:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"9";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[206590]"
